類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,S
公寓,FC00393,大福里,臺中市西屯區大福里長安路二段140號,"24.174403,120.666359",1,46,第六分局,
公寓,FC00394,大福里,臺中市西屯區大福里長安路二段142號,"24.174434,120.666392",1,26,第六分局,
公寓,FC00395,大福里,臺中市西屯區大福里長安路二段146號,"24.174461,120.666426",1,26,第六分局,
公寓,FC00396,大福里,臺中市西屯區大福里長安路二段148號,"24.174492,120.666456",1,26,第六分局,
公寓,FC00397,大福里,臺中市西屯區大福里長安路二段150號,"24.174533,120.666476",1,44,第六分局,
公寓,FC00399,大福里,臺中市西屯區大福里長安路二段154號,"24.174596,120.666535",1,54,第六分局,
公寓,FC00400,大福里,臺中市西屯區大福里長安路二段156號,"24.174637,120.666572",1,53,第六分局,
公寓,FC00401,大福里,臺中市西屯區大福里長安路二段168號,"24.174776,120.666711",1,30,第六分局,
公寓,FC00403,大福里,臺中市西屯區大福里長安路二段172號,"24.174847,120.666756",1,30,第六分局,
公寓,FC00404,大福里,臺中市西屯區大福里長安路二段174號,"24.174879,120.66678",1,30,第六分局,
公寓,FC00405,大福里,臺中市西屯區大福里長安路二段176號,"24.17491,120.666802",1,29,第六分局,
公寓,FC00406,大福里,臺中市西屯區大福里長安路二段178號,"24.174944,120.666821",1,29,第六分局,
公寓,FC00407,大福里,臺中市西屯區大福里長安路二段180號,"24.175004,120.666836",1,29,第六分局,
公寓,FC00418,大福里,臺中市西屯區大福里長安路二段70巷101號,"24.17434,120.666192",1,201,第六分局,
公寓,FC00417,大福里,臺中市西屯區大福里長安路二段70巷109號,"24.17434,120.666192",1,60,第六分局,
公寓,FC00416,大福里,臺中市西屯區大福里長安路二段70巷95號,"24.17434,120.666192",1,297,第六分局,
公寓,FC00915,大福里,臺中市西屯區大福里中清西二街52號,"24.174997,120.667657",1,1348,第六分局,
公寓,FC00389,大福里,臺中市西屯區大福里中清西二街79號,"24.175217,120.666273",1,589,第六分局,
公寓,FC00390,大福里,臺中市西屯區大福里中清西二街91號,"24.175322,120.665919",1,88,第六分局,
公寓,FC00415,大福里,臺中市西屯區大福里長安路二段257號,"24.174858,120.66639",1,1454,第六分局,
公寓,FC00002,大福里,臺中市西屯區大福里大鵬路33號,"24.178004,120.666942",1,32,第六分局,
公寓,FC00003,大福里,臺中市西屯區大福里大鵬路35號,"24.178007,120.666906",1,32,第六分局,
公寓,FC00005,大福里,臺中市西屯區大福里大鵬路37號,"24.178006,120.666867",1,32,第六分局,
公寓,FC00004,大福里,臺中市西屯區大福里大鵬路39號,"24.178004,120.666838",1,32,第六分局,
公寓,FC00014,大福里,臺中市西屯區大福里長安路二段355號,"24.17761,120.667036",1,462,第六分局,
公寓,FC00020,大福里,臺中市西屯區大福里中清路二段189巷101號,"24.177074,120.666569",1,32,第六分局,
公寓,FC00019,大福里,臺中市西屯區大福里中清路二段189巷103號,"24.177057,120.666521",1,32,第六分局,
公寓,FC00018,大福里,臺中市西屯區大福里中清路二段189巷105號,"24.177067,120.666483",1,32,第六分局,
公寓,FC00016,大福里,臺中市西屯區大福里中清路二段189巷109號,"24.177122,120.666407",1,32,第六分局,
公寓,FC00007,大福里,臺中市西屯區大福里中清路二段189巷150號,"24.177349,120.666144",1,161,第六分局,
公寓,FC00024,大福里,臺中市西屯區大福里中清路二段189巷54號,"24.177341,120.668338",1,32,第六分局,
公寓,FC00023,大福里,臺中市西屯區大福里中清路二段189巷56號,"24.177316,120.668312",1,32,第六分局,
公寓,FC00022,大福里,臺中市西屯區大福里中清路二段189巷58號,"24.177323,120.668248",1,32,第六分局,
公寓,FC00013,大福里,臺中市西屯區大福里中清路二段189巷91號,"24.177022,120.666775",1,32,第六分局,
公寓,FC00012,大福里,臺中市西屯區大福里中清路二段189巷93號,"24.177023,120.666732",1,32,第六分局,
公寓,FC00011,大福里,臺中市西屯區大福里中清路二段189巷95號,"24.177029,120.66669",1,32,第六分局,
公寓,FC00010,大福里,臺中市西屯區大福里中清路二段189巷97號,"24.177059,120.666653",1,32,第六分局,
公寓,FC00025,大福里,臺中市西屯區大福里中清路二段189巷99號,"24.17704,120.666611",1,53,第六分局,
公寓,FC00008,大福里,臺中市西屯區大福里中清路二段189巷108號,"24.177246,120.66726",1,133,第六分局,
公寓,FC00015,大福里,臺中市西屯區大福里中清路二段189巷57號,"24.177036,120.667705",1,32,第六分局,
公寓,FC00542,大鵬里,臺中市西屯區大鵬里大鵬路112號,"24.178308,120.665637",1,65,第六分局,
公寓,FC00538,大鵬里,臺中市西屯區大鵬里中平路268號,"24.177009,120.665861",1,1309,第六分局,
公寓,FC00890,大鵬里,臺中市西屯區大鵬里長安路二段71巷5弄16號,"24.173793,120.662529",1,30,第六分局,
公寓,FC00913,大鵬里,臺中市西屯區大鵬里長安路二段71巷5弄1號,"24.173472,120.66296",1,30,第六分局,
公寓,FC00156,大鵬里,臺中市西屯區大鵬里長安路二段70巷11號,"24.173393,120.665047",1,46,第六分局,
公寓,FC00140,大鵬里,臺中市西屯區大鵬里長安路二段70巷19號,"24.173449,120.665209",1,53,第六分局,
公寓,FC00141,大鵬里,臺中市西屯區大鵬里長安路二段70巷21號,"24.173461,120.665251",1,60,第六分局,
公寓,FC00142,大鵬里,臺中市西屯區大鵬里長安路二段70巷23號,"24.173476,120.665291",1,53,第六分局,
公寓,FC00143,大鵬里,臺中市西屯區大鵬里長安路二段70巷25號,"24.17349,120.665333",1,53,第六分局,
公寓,FC00145,大鵬里,臺中市西屯區大鵬里長安路二段70巷34號,"24.173317,120.665632",1,46,第六分局,
公寓,FC00146,大鵬里,臺中市西屯區大鵬里長安路二段70巷38號,"24.17334,120.665717",1,53,第六分局,
公寓,FC00147,大鵬里,臺中市西屯區大鵬里長安路二段70巷42號,"24.17337,120.665809",1,30,第六分局,
公寓,FC00148,大鵬里,臺中市西屯區大鵬里長安路二段70巷44號,"24.173383,120.665846",1,26,第六分局,
公寓,FC00155,大鵬里,臺中市西屯區大鵬里長安路二段70巷9號,"24.17338,120.665007",1,46,第六分局,
公寓,FC00151,大鵬里,臺中市西屯區大鵬里長安路二段15號,"24.17273,120.661507",1,46,第六分局,
公寓,FC00892,大鵬里,臺中市西屯區大鵬里長安路二段31號,"24.17283,120.661888",1,30,第六分局,
公寓,FC00893,大鵬里,臺中市西屯區大鵬里長安路二段33號,"24.172872,120.661916",1,30,第六分局,
公寓,FC00894,大鵬里,臺中市西屯區大鵬里長安路二段35號,"24.172878,120.661992",1,30,第六分局,
公寓,FC00895,大鵬里,臺中市西屯區大鵬里長安路二段37號,"24.172979,120.662175",1,30,第六分局,
公寓,FC00897,大鵬里,臺中市西屯區大鵬里長安路二段39號,"24.172986,120.662223",1,30,第六分局,
公寓,FC00899,大鵬里,臺中市西屯區大鵬里長安路二段41號,"24.172978,120.662271",1,30,第六分局,
公寓,FC00900,大鵬里,臺中市西屯區大鵬里長安路二段43號,"24.172989,120.662308",1,30,第六分局,
公寓,FC00902,大鵬里,臺中市西屯區大鵬里長安路二段47號,"24.173023,120.662424",1,30,第六分局,
公寓,FC00903,大鵬里,臺中市西屯區大鵬里長安路二段49號,"24.173034,120.662463",1,30,第六分局,
公寓,FC00905,大鵬里,臺中市西屯區大鵬里長安路二段53號,"24.173058,120.662539",1,30,第六分局,
公寓,FC00906,大鵬里,臺中市西屯區大鵬里長安路二段55號,"24.173069,120.662578",1,30,第六分局,
公寓,FC00907,大鵬里,臺中市西屯區大鵬里長安路二段57號,"24.173081,120.662617",1,30,第六分局,
公寓,FC00908,大鵬里,臺中市西屯區大鵬里長安路二段59號,"24.173093,120.662657",1,30,第六分局,
公寓,FC00909,大鵬里,臺中市西屯區大鵬里長安路二段61號,"24.173105,120.662699",1,30,第六分局,
公寓,FC00910,大鵬里,臺中市西屯區大鵬里長安路二段63號,"24.173138,120.662732",1,30,第六分局,
公寓,FC00111,大鵬里,臺中市西屯區大鵬里長安路二段16號,"24.172512,120.661665",1,160,第六分局,
公寓,FC00891,大鵬里,臺中市西屯區大鵬里長安路二段26號,"24.172609,120.662014",1,265,第六分局,
公寓,FC00896,大鵬里,臺中市西屯區大鵬里長安路二段38號,"24.172685,120.662246",1,30,第六分局,
公寓,FC00898,大鵬里,臺中市西屯區大鵬里長安路二段40號,"24.172718,120.6623",1,30,第六分局,
公寓,FC00138,大鵬里,臺中市西屯區大鵬里長安路二段46號,"24.172761,120.662406",1,2666,第六分局,
公寓,FC00110,大鵬里,臺中市西屯區大鵬里長安路二段70巷10號,"24.173034,120.664705",1,160,第六分局,
公寓,FC00136,大鵬里,臺中市西屯區大鵬里長安路二段70巷4號,"24.173248,120.664629",1,80,第六分局,
公寓,FC00109,大鵬里,臺中市西屯區大鵬里長安路二段70巷8號,"24.173124,120.664677",1,120,第六分局,
公寓,FC00139,大鵬里,臺中市西屯區大鵬里長安路二段120號,"24.174102,120.665791",1,213,第六分局,
公寓,FC00137,大鵬里,臺中市西屯區大鵬里長安路二段64號,"24.173363,120.664274",1,600,第六分局,
公寓,FC00150,大鵬里,臺中市西屯區大鵬里長安路二段66號,"24.173438,120.664471",1,60,第六分局,
公寓,FC00125,大鵬里,臺中市西屯區大鵬里長安路二段70巷154號,"24.173242,120.664634",1,66,第六分局,
公寓,FC00122,大鵬里,臺中市西屯區大鵬里長安路二段76號,"24.173556,120.664899",1,106,第六分局,
公寓,FC00135,大鵬里,臺中市西屯區大鵬里長安路二段78號,"24.173569,120.664945",1,33,第六分局,
公寓,FC00134,大鵬里,臺中市西屯區大鵬里長安路二段80號,"24.173591,120.664979",1,33,第六分局,
公寓,FC00121,大鵬里,臺中市西屯區大鵬里長安路二段84號,"24.173622,120.665054",1,33,第六分局,
公寓,FC00120,大鵬里,臺中市西屯區大鵬里長安路二段86號,"24.173642,120.665093",1,33,第六分局,
公寓,FC00128,大鵬里,臺中市西屯區大鵬里長安路二段88號,"24.173653,120.665127",1,33,第六分局,
公寓,FC00127,大鵬里,臺中市西屯區大鵬里長安路二段90號,"24.17367,120.66517",1,40,第六分局,
公寓,FC00126,大鵬里,臺中市西屯區大鵬里長安路二段92號,"24.173691,120.665195",1,40,第六分局,
公寓,FC00123,大鵬里,臺中市西屯區大鵬里文心路三段235號,"24.172391,120.662676",1,66,第六分局,
公寓,FC00124,大鵬里,臺中市西屯區大鵬里文心路三段237號,"24.172408,120.662737",1,66,第六分局,
公寓,FC00114,大鵬里,臺中市西屯區大鵬里文心路三段293號,"24.172861,120.664655",1,32,第六分局,
公寓,FC00115,大鵬里,臺中市西屯區大鵬里文心路三段295號,"24.172875,120.664703",1,33,第六分局,
公寓,FC00116,大鵬里,臺中市西屯區大鵬里文心路三段299號,"24.172893,120.664786",1,33,第六分局,
公寓,FC00117,大鵬里,臺中市西屯區大鵬里文心路三段301號,"24.172905,120.664829",1,33,第六分局,
公寓,FC00118,大鵬里,臺中市西屯區大鵬里文心路三段303號,"24.17291,120.664872",1,33,第六分局,
公寓,FC00119,大鵬里,臺中市西屯區大鵬里文心路三段305號,"24.17292,120.664914",1,33,第六分局,
公寓,FC00153,大鵬里,臺中市西屯區大鵬里文心路三段307號,"24.172936,120.664964",1,80,第六分局,
公寓,FC00130,大鵬里,臺中市西屯區大鵬里成都路321號,"24.17301,120.663821",1,33,第六分局,
公寓,FC00131,大鵬里,臺中市西屯區大鵬里成都路323號,"24.173052,120.663807",1,26,第六分局,
公寓,FC00132,大鵬里,臺中市西屯區大鵬里成都路325號,"24.173095,120.663792",1,26,第六分局,
公寓,FC00129,大鵬里,臺中市西屯區大鵬里成都路327號,"24.173138,120.663777",1,33,第六分局,
公寓,FC00112,大鵬里,臺中市西屯區大鵬里成都路328號,"24.173065,120.664113",1,53,第六分局,
公寓,FC00113,大鵬里,臺中市西屯區大鵬里成都路330號,"24.17311,120.664103",1,53,第六分局,
公寓,FC01412,大鵬里,臺中市西屯區大鵬里長安路二段161號,"24.17409,120.665249",1,2881,第六分局,
公寓,FC00914,大鵬里,臺中市西屯區大鵬里文心路三段201號,"24.171983,120.661206",1,30,第六分局,
公寓,FC00566,大鵬里,臺中市西屯區大鵬里文心路三段219號,"24.17207,120.661805",1,1254,第六分局,
公寓,FC00541,大鵬里,臺中市西屯區大鵬里中平路220號,"24.176116,120.663756",1,418,第六分局,
公寓,FC00529,大鵬里,臺中市西屯區大鵬里中平路222號,"24.176106,120.663807",1,80,第六分局,
公寓,FC00530,大鵬里,臺中市西屯區大鵬里中平路226號,"24.176092,120.663839",1,80,第六分局,
公寓,FC00133,大鵬里,臺中市西屯區大鵬里長安路二段82號,"24.173613,120.665006",1,40,第六分局,
公寓,FC00537,大鵬里,臺中市西屯區大鵬里福上巷23號,"24.176497,120.665577",1,80,第六分局,
公寓,FC00533,大鵬里,臺中市西屯區大鵬里福上巷25號,"24.176501,120.66565",1,80,第六分局,
公寓,FC00532,大鵬里,臺中市西屯區大鵬里福上巷27號,"24.176515,120.665709",1,80,第六分局,
公寓,FC00531,大鵬里,臺中市西屯區大鵬里福上巷29號,"24.176504,120.665755",1,80,第六分局,
公寓,FC00188,文山里,臺中市南屯區文山里工業區18路33號,"24.146581,120.612613",1,965,第六分局,
公寓,FC00190,文山里,臺中市南屯區文山里工業區28路5號,"24.14703,120.614645",1,97,第六分局,
公寓,FA01672,西平里,臺中市西屯區西平里西安街132號,"24.181622,120.643985",1,73,第六分局,
公寓,FA02005,西平里,臺中市西屯區西平里西安街145號,"24.181792,120.643932",1,820,第六分局,
公寓,FA01786,西平里,臺中市西屯區西平里西安街160號,"24.181446,120.642709",1,53,第六分局,
公寓,FA01671,西平里,臺中市西屯區西平里西安街172號,"24.181719,120.645432",1,84,第六分局,
公寓,FA01911,西平里,臺中市西屯區西平里文華路127巷12號,"24.180603,120.645691",1,16,第六分局,
公寓,FA01912,西平里,臺中市西屯區西平里文華路127巷14號,"24.180602,120.645647",1,16,第六分局,
公寓,FA01913,西平里,臺中市西屯區西平里文華路127巷16號,"24.1806,120.645606",1,16,第六分局,
公寓,FA01914,西平里,臺中市西屯區西平里文華路127巷18號,"24.180599,120.645565",1,16,第六分局,
公寓,FA01915,西平里,臺中市西屯區西平里文華路127巷20號,"24.180598,120.645523",1,16,第六分局,
公寓,FA01916,西平里,臺中市西屯區西平里文華路127巷22號,"24.180596,120.645482",1,16,第六分局,
公寓,FA01917,西平里,臺中市西屯區西平里文華路127巷24號,"24.180596,120.645441",1,16,第六分局,
公寓,FA01918,西平里,臺中市西屯區西平里文華路127巷26號,"24.180595,120.645399",1,16,第六分局,
